item_id,csv_row_number,expected_key,question,status,error,question_dir,ground_truth_table_csv
row_245,245,control_category,"In Prostate Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_245__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_245__In_Prostate_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_258,258,control_category,"In Hepatocellular Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_258__In_Hepatocellular_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_suppor/ground_truth_table.csv
row_328,328,control_category,"In Multiple Myeloma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_328__In_Multiple_Myeloma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_328__In_Multiple_Myeloma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp/ground_truth_table.csv
row_347,347,control_category,"In Non-Small Cell Lung Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_347__In_Non_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_s,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_347__In_Non_Small_Cell_Lung_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_s/ground_truth_table.csv
row_375,375,control_category,"In Hodgkin Lymphoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_375__In_Hodgkin_Lymphoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_375__In_Hodgkin_Lymphoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supp/ground_truth_table.csv
row_421,421,control_category,"In Bladder Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_421__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_421__In_Bladder_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_ca/ground_truth_table.csv
row_443,443,control_category,"In Colorectal Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_443__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_443__In_Colorectal_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_452,452,control_category,"In Mesothelioma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_452__In_Mesothelioma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supporti,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_452__In_Mesothelioma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supporti/ground_truth_table.csv
row_490,490,control_category,"In Breast Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_490__In_Breast_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_car,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_category__row_490__In_Breast_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_car/ground_truth_table.csv
row_24,24,control_drugs,"In NSCLC trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_24__In_NSCLC_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_contr,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_24__In_NSCLC_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_contr/ground_truth_table.csv
row_85,85,control_drugs,"In Esophageal/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_85__In_Esophageal_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_85__In_Esophageal_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_98,98,control_drugs,"In Mesothelioma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_98__In_Mesothelioma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_98__In_Mesothelioma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_th/ground_truth_table.csv
row_100,100,control_drugs,"In Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_100__In_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_100__In_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_110,110,control_drugs,"In Renal cell trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_114,114,control_drugs,"In Pancreatic trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_115,115,control_drugs,"In Gastric/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_151,151,control_drugs,"In Prostate trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_172,172,control_drugs,"In Non-Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs/ground_truth_table.csv
row_200,200,control_drugs,"In Multiple Myeloma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_200__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_200__In_Multiple_Myeloma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_207,207,control_drugs,"In Melanoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_207__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_207__In_Melanoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_270,270,control_drugs,"In Hodgkin Lymphoma trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_270__In_Hodgkin_Lymphoma_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_fro/ground_truth_table.csv
row_290,290,control_drugs,"In Bladder trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_290__In_Bladder_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_con/ground_truth_table.csv
row_314,314,control_drugs,"In Breast trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_314__In_Breast_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_cont/ground_truth_table.csv
row_369,369,control_drugs,"In Urothelial trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_369__In_Urothelial_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_369__In_Urothelial_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_416,416,control_drugs,"In Hepatocellular trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_416__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_416__In_Hepatocellular_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from/ground_truth_table.csv
row_424,424,control_drugs,"In Head and Neck trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_424__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_424__In_Head_and_Neck_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_t/ground_truth_table.csv
row_432,432,control_drugs,"In Colorectal trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_432__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/control_drugs__row_432__In_Colorectal_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_25,25,endpoint_role,"In Melanoma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_25__In_Melanoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_25__In_Melanoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on/ground_truth_table.csv
row_28,28,endpoint_role,"In Breast trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_28__In_Breast_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_th,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_28__In_Breast_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_th/ground_truth_table.csv
row_29,29,endpoint_role,"In Colorectal trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_29__In_Colorectal_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_29__In_Colorectal_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_105,105,endpoint_role,"In Pancreatic trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_105__In_Pancreatic_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_105__In_Pancreatic_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_106,106,endpoint_role,"In Small Cell Lung trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_106__In_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_ba,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_106__In_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_ba/ground_truth_table.csv
row_116,116,endpoint_role,"In Hepatocellular trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_116__In_Hepatocellular_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_116__In_Hepatocellular_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas/ground_truth_table.csv
row_150,150,endpoint_role,"In Mesothelioma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_150__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_150__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based/ground_truth_table.csv
row_152,152,endpoint_role,"In Prostate trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_152__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_152__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on/ground_truth_table.csv
row_179,179,endpoint_role,"In Gastric/GEJ trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_179__In_Gastric_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_179__In_Gastric_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based/ground_truth_table.csv
row_248,248,endpoint_role,"In Renal cell trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_248__In_Renal_cell_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_248__In_Renal_cell_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_302,302,endpoint_role,"In Non-Small Cell Lung trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_302__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_302__In_Non_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondar/ground_truth_table.csv
row_312,312,endpoint_role,"In Bladder trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_312__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_312__In_Bladder_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_t/ground_truth_table.csv
row_321,321,endpoint_role,"In NSCLC trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_321__In_NSCLC_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_321__In_NSCLC_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on_the/ground_truth_table.csv
row_339,339,endpoint_role,"In Esophageal/GEJ trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_339__In_Esophageal_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_339__In_Esophageal_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas/ground_truth_table.csv
row_362,362,endpoint_role,"In Head and Neck trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_362__In_Head_and_Neck_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_base,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_362__In_Head_and_Neck_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_base/ground_truth_table.csv
row_418,418,endpoint_role,"In Hodgkin Lymphoma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_418__In_Hodgkin_Lymphoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_418__In_Hodgkin_Lymphoma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b/ground_truth_table.csv
row_436,436,endpoint_role,"In Urothelial trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_436__In_Urothelial_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_436__In_Urothelial_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o/ground_truth_table.csv
row_469,469,endpoint_role,"In Multiple Myeloma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_469__In_Multiple_Myeloma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/endpoint_role__row_469__In_Multiple_Myeloma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_b/ground_truth_table.csv
row_8,8,era,"For Atezolizumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_8__For_Atezolizumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_8__For_Atezolizumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_57,57,era,"For Durvalumab, Tremelimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_57__For_Durvalumab_Tremelimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_57__For_Durvalumab_Tremelimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_142,142,era,"For Atezolizumab+Trastuzumab emtansine+Placebo trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_142__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_142__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201/ground_truth_table.csv
row_191,191,era,"For Brentuximab-vedotin trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_191__For_Brentuximab_vedotin_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_191__For_Brentuximab_vedotin_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_224,224,era,"For Durvalumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_224__For_Durvalumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_224__For_Durvalumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_264,264,era,"For Ipilimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_264__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_264__For_Ipilimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_294,294,era,"For Cemiplimab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_294__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_294__For_Cemiplimab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
row_326,326,era,"For Tremelimumab trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_326__For_Tremelimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019,/mnt/data1/srchowd3/FD-NL2SQL/data/table_derivation_ground_truths_table24/questions/era__row_326__For_Tremelimumab_trials_bucket_the_publication_year_into_2014_2015_2018_2019/ground_truth_table.csv
