item_id,csv_row_number,question,column_used,expected_keys_json,key_signature,question_dir,ground_truth_row_count
row_100,100,"In Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",control_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_100__In_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from,11
row_101,101,"In NSCLC Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,"[""control_category""]",control_category,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_101__In_NSCLC_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_care,1
row_102,102,"In renal cell carcinoma studies using ICI+Anti-VEGF, list the specific anti-VEGF agent(s) from the treatment regimen.",Treatment regimen,"[""anti_vegf_agents""]",anti_vegf_agents,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/anti_vegf_agents__row_102__In_renal_cell_carcinoma_studies_using_ICI_Anti_VEGF_list_the_specific_anti_VEGF_agent_s_fr,1
row_103,103,"In Gastric/GEJ Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,"[""control_category""]",control_category,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_103__In_Gastric_GEJ_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportiv,7
row_104,104,"In Renal cell trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.",Secondary endpoint,"[""irAE_assessed""]",irAE_assessed,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_104__In_Renal_cell_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_event,14
row_105,105,"In Pancreatic trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",endpoint_role,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_105__In_Pancreatic_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_o,2
row_106,106,"In Small Cell Lung trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",endpoint_role,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_106__In_Small_Cell_Lung_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_ba,14
row_107,107,"For Atezolizumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).",Trial phase,"[""phase_bucket""]",phase_bucket,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_107__For_Atezolizumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,30
row_108,108,"For Chemotherapy trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).",Total sample size,"[""size_bucket""]",size_bucket,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_108__For_Chemotherapy_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,1
row_110,110,"In Renal cell trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",control_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,0
row_111,111,"In Urothelial trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,"[""is_follow_up""]",is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_111__In_Urothelial_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,7
row_114,114,"In Pancreatic trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",control_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,1
row_115,115,"In Gastric/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,"[""control_drugs""]",control_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,4
row_116,116,"In Hepatocellular trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,"[""endpoint_role""]",endpoint_role,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_116__In_Hepatocellular_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas,2
row_117,117,"For Chemotherapy trials, bucket trial phase into early (1/1b/2) vs late (3/4).",Trial phase,"[""phase_bucket""]",phase_bucket,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_117__For_Chemotherapy_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,1
row_118,118,"In Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,"[""primary_endpoint_category""]",primary_endpoint_category,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_118__In_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR,3
row_119,119,"In Urothelial trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Name of ICI,"[""class""]",class,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_119__In_Urothelial_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,7
row_120,120,"For Nivolumab, Ipilimumab trials in NSCLC, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,"[""trial_acronym""]",trial_acronym,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_120__For_Nivolumab_Ipilimumab_trials_in_NSCLC_extract_the_trial_acronym_from_the_trial_name_e_g,0
row_121,121,"In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).",Follow-up duration for primary endpoint(s) in months | Overall,"[""maturity""]",maturity,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma,2
row_123,123,"For Tremelimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Treatment regimen,"[""added_agents""]",added_agents,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_123__For_Tremelimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,0
row_124,124,"For Ipilimumab trials in Esophageal/GEJ, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,"[""trial_acronym""]",trial_acronym,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_124__For_Ipilimumab_trials_in_Esophageal_GEJ_extract_the_trial_acronym_from_the_trial_name_e_g,0
row_125,125,"In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",is_combination,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_125__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false,1
row_126,126,"In Breast trials, convert 'Type of therapy' into is_combination = true/false.",Type of therapy,"[""is_combination""]",is_combination,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_126__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false,11
