item_id,csv_row_number,question,expected_keys_json,status,error,question_dir,ground_truth_table_csv
row_107,107,"For Atezolizumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_107__For_Atezolizumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_107__For_Atezolizumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_108,108,"For Chemotherapy trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_108__For_Chemotherapy_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_108__For_Chemotherapy_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300/ground_truth_table.csv
row_110,110,"In Renal cell trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_110__In_Renal_cell_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_111,111,"In Urothelial trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_111__In_Urothelial_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_111__In_Urothelial_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_114,114,"In Pancreatic trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_114__In_Pancreatic_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_115,115,"In Gastric/GEJ trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_115__In_Gastric_GEJ_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the/ground_truth_table.csv
row_116,116,"In Hepatocellular trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.","[""endpoint_role""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_116__In_Hepatocellular_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_116__In_Hepatocellular_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_bas/ground_truth_table.csv
row_117,117,"For Chemotherapy trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_117__For_Chemotherapy_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_117__For_Chemotherapy_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_118,118,"In Small Cell Lung Phase 2 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_118__In_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_118__In_Small_Cell_Lung_Phase_2_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR/ground_truth_table.csv
row_119,119,"In Urothelial trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","[""class""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_119__In_Urothelial_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_119__In_Urothelial_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1/ground_truth_table.csv
row_120,120,"For Nivolumab, Ipilimumab trials in NSCLC, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_120__For_Nivolumab_Ipilimumab_trials_in_NSCLC_extract_the_trial_acronym_from_the_trial_name_e_g,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_120__For_Nivolumab_Ipilimumab_trials_in_NSCLC_extract_the_trial_acronym_from_the_trial_name_e_g/ground_truth_table.csv
row_121,121,"In Hepatocellular trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","[""maturity""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_121__In_Hepatocellular_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_imma/ground_truth_table.csv
row_123,123,"For Tremelimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_123__For_Tremelimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_123__For_Tremelimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime/ground_truth_table.csv
row_124,124,"For Ipilimumab trials in Esophageal/GEJ, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_124__For_Ipilimumab_trials_in_Esophageal_GEJ_extract_the_trial_acronym_from_the_trial_name_e_g,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_124__For_Ipilimumab_trials_in_Esophageal_GEJ_extract_the_trial_acronym_from_the_trial_name_e_g/ground_truth_table.csv
row_125,125,"In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false.","[""is_combination""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_125__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_125__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_126,126,"In Breast trials, convert 'Type of therapy' into is_combination = true/false.","[""is_combination""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_126__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_combination__row_126__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_128,128,"In NSCLC trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","[""class""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_128__In_NSCLC_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_CT,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_128__In_NSCLC_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_CT/ground_truth_table.csv
row_129,129,"In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.","[""control_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_129__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_129__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_130,130,"For Ipilimumab trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_130__For_Ipilimumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_130__For_Ipilimumab_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_large_300/ground_truth_table.csv
row_131,131,"In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_131__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_131__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_132,132,"In NSCLC combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","[""combo_type_norm""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_132__In_NSCLC_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_132__In_NSCLC_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels/ground_truth_table.csv
row_134,134,"In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.","[""is_follow_up""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_134__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/is_follow_up__row_134__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_136,136,"In Non-Small Cell Lung studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.","[""tki_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/tki_agents__row_136__In_Non_Small_Cell_Lung_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatme,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/tki_agents__row_136__In_Non_Small_Cell_Lung_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatme/ground_truth_table.csv
row_137,137,"In Hodgkin Lymphoma trials, interpret the PD-L1 requirement flag as boolean true/false.","[""pd_l1_required""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_137__In_Hodgkin_Lymphoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_137__In_Hodgkin_Lymphoma_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_138,138,"In Breast trials, from the secondary endpoint text flag if immune-related adverse events (irAEs) were explicitly assessed.","[""irAE_assessed""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_138__In_Breast_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_events_ir,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/irAE_assessed__row_138__In_Breast_trials_from_the_secondary_endpoint_text_flag_if_immune_related_adverse_events_ir/ground_truth_table.csv
row_139,139,"For Avelumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_139__For_Avelumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_139__For_Avelumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_142,142,"For Atezolizumab+Trastuzumab emtansine+Placebo trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.","[""era""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_142__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/era__row_142__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201/ground_truth_table.csv
row_143,143,"In Prostate trials, interpret the PD-L1 requirement flag as boolean true/false.","[""pd_l1_required""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_143__In_Prostate_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/pd_l1_required__row_143__In_Prostate_trials_interpret_the_PD_L1_requirement_flag_as_boolean_true_false/ground_truth_table.csv
row_144,144,"In Non-Small Cell Lung trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.","[""class""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_144__In_Non_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/class__row_144__In_Non_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD/ground_truth_table.csv
row_145,145,"In Renal cell combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","[""combo_type_norm""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_145__In_Renal_cell_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_145__In_Renal_cell_combination_therapy_trials_normalize_the_combination_type_to_standardized_la/ground_truth_table.csv
row_148,148,"In Head and Neck Phase 3 trials, classify the control arm as active, placebo, or best supportive care.","[""control_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_148__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_148__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support/ground_truth_table.csv
row_149,149,"In Melanoma trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_149__In_Melanoma_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periopera,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_149__In_Melanoma_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periopera/ground_truth_table.csv
row_150,150,"In Mesothelioma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.","[""endpoint_role""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_150__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_150__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based/ground_truth_table.csv
row_151,151,"In Prostate trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_151__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_152,152,"In Prostate trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.","[""endpoint_role""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_152__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/endpoint_role__row_152__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on/ground_truth_table.csv
row_153,153,"For Atezolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_153__For_Atezolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_153__For_Atezolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime/ground_truth_table.csv
row_154,154,"In Head and Neck Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.","[""primary_endpoint_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_154__In_Head_and_Neck_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/primary_endpoint_category__row_154__In_Head_and_Neck_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF/ground_truth_table.csv
row_155,155,"In Head and Neck trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_155__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_155__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_156,156,"In Multiple Myeloma trials with PD-L1 agents included in the meta-analysis, map the generic ICI name to its brand name.","[""brand_name""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_156__In_Multiple_Myeloma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/brand_name__row_156__In_Multiple_Myeloma_trials_with_PD_L1_agents_included_in_the_meta_analysis_map_the_generic/ground_truth_table.csv
row_157,157,"In Pancreatic Phase 3 trials, classify the control arm as active, placebo, or best supportive care.","[""control_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_157__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_category__row_157__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_158,158,"In Non-Small Cell Lung combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).","[""combo_type_norm""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_158__In_Non_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standa,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/combo_type_norm__row_158__In_Non_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standa/ground_truth_table.csv
row_160,160,"In Colorectal trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_160__In_Colorectal_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_160__In_Colorectal_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_periope/ground_truth_table.csv
row_161,161,"In Renal cell trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.","[""arm_category""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_161__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/arm_category__row_161__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_162,162,"For Brentuximab-vedotin trials, bucket total sample size as small(<100), medium(100–299), or large(≥300).","[""size_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_162__For_Brentuximab_vedotin_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_lar,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/size_bucket__row_162__For_Brentuximab_vedotin_trials_bucket_total_sample_size_as_small_100_medium_100_299_or_lar/ground_truth_table.csv
row_163,163,"In Melanoma trials, classify overall follow-up maturity: 'mature' if ≥24 months, else 'immature' (or 'unknown' if missing).","[""maturity""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_163__In_Melanoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/maturity__row_163__In_Melanoma_trials_classify_overall_follow_up_maturity_mature_if_24_months_else_immature_o/ground_truth_table.csv
row_164,164,"For Pembrolizumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_164__For_Pembrolizumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_164__For_Pembrolizumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e/ground_truth_table.csv
row_165,165,"In Small Cell Lung trials, normalize the clinical setting to one of: neoadjuvant, adjuvant, perioperative, metastatic/advanced.","[""setting_normalized""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_165__In_Small_Cell_Lung_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_pe,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/setting_normalized__row_165__In_Small_Cell_Lung_trials_normalize_the_clinical_setting_to_one_of_neoadjuvant_adjuvant_pe/ground_truth_table.csv
row_168,168,"For Atezolizumab+Trastuzumab emtansine+Placebo trials in Non-Small Cell Lung, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).","[""trial_acronym""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_168__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Non_Small_Cell_Lung_extract_the_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/trial_acronym__row_168__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Non_Small_Cell_Lung_extract_the_t/ground_truth_table.csv
row_170,170,"For Pembrolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.","[""added_agents""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_170__For_Pembrolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regim,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/added_agents__row_170__For_Pembrolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regim/ground_truth_table.csv
row_171,171,"For Ipilimumab trials, bucket trial phase into early (1/1b/2) vs late (3/4).","[""phase_bucket""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_171__For_Ipilimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/phase_bucket__row_171__For_Ipilimumab_trials_bucket_trial_phase_into_early_1_1b_2_vs_late_3_4/ground_truth_table.csv
row_172,172,"In Non-Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.","[""control_drugs""]",ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_question_ground_truths_full/questions/control_drugs__row_172__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs/ground_truth_table.csv
