item_id,csv_row_number,question,ground_truth_column,status,error,question_dir,ground_truth_table_csv
row_85,85,"In Urothelial trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_85__In_Urothelial_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_85__In_Urothelial_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1/ground_truth_table.csv
row_86,86,"For Nivolumab, Ipilimumab trials in NSCLC, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_86__For_Nivolumab_Ipilimumab_trials_in_NSCLC_extract_the_trial_acronym_from_the_trial_name_e_g,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_86__For_Nivolumab_Ipilimumab_trials_in_NSCLC_extract_the_trial_acronym_from_the_trial_name_e_g/ground_truth_table.csv
row_87,87,"In Colorectal trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_87__In_Colorectal_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_87__In_Colorectal_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s/ground_truth_table.csv
row_88,88,"For Tremelimumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_88__For_Tremelimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_88__For_Tremelimumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime/ground_truth_table.csv
row_89,89,"For Ipilimumab trials in Esophageal/GEJ, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_89__For_Ipilimumab_trials_in_Esophageal_GEJ_extract_the_trial_acronym_from_the_trial_name_e_g,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_89__For_Ipilimumab_trials_in_Esophageal_GEJ_extract_the_trial_acronym_from_the_trial_name_e_g/ground_truth_table.csv
row_90,90,"In Hodgkin Lymphoma trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_90__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_90__In_Hodgkin_Lymphoma_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_91,91,"In Breast trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_91__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_91__In_Breast_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_92,92,"Which Phase 2 PD-1 monotherapy trials in Breast should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_92__Which_Phase_2_PD_1_monotherapy_trials_in_Breast_should_I_review_and_from_the_treatment_reg,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_92__Which_Phase_2_PD_1_monotherapy_trials_in_Breast_should_I_review_and_from_the_treatment_reg/ground_truth_table.csv
row_93,93,"In NSCLC trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_93__In_NSCLC_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_CT,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_93__In_NSCLC_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1_PD_L1_or_CT/ground_truth_table.csv
row_94,94,"In Melanoma Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_94__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_94__In_Melanoma_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive_c/ground_truth_table.csv
row_95,95,"In Multiple Myeloma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_95__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_95__In_Multiple_Myeloma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_96,96,"In NSCLC combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_96__In_NSCLC_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_96__In_NSCLC_combination_therapy_trials_normalize_the_combination_type_to_standardized_labels/ground_truth_table.csv
row_97,97,"In Melanoma trials, convert 'Original/Follow up' status into a boolean is_follow_up.",Originial publication or Follow-up,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_97__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Originial_publication_or_Follow_up__row_97__In_Melanoma_trials_convert_Original_Follow_up_status_into_a_boolean_is_follow_up/ground_truth_table.csv
row_98,98,"In Multiple Myeloma trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_98__In_Multiple_Myeloma_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_98__In_Multiple_Myeloma_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_99,99,"In Non-Small Cell Lung studies using ICI+TKI, list the TKI agent(s) mentioned in the treatment regimen.",Treatment regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_99__In_Non_Small_Cell_Lung_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatme,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Treatment_regimen__row_99__In_Non_Small_Cell_Lung_studies_using_ICI_TKI_list_the_TKI_agent_s_mentioned_in_the_treatme/ground_truth_table.csv
row_100,100,"For Avelumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_100__For_Avelumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e_g_KEY,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_100__For_Avelumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e_g_KEY/ground_truth_table.csv
row_101,101,"Which Phase 2 PD-1 monotherapy trials in Bladder should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_101__Which_Phase_2_PD_1_monotherapy_trials_in_Bladder_should_I_review_and_from_the_treatment_re,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_101__Which_Phase_2_PD_1_monotherapy_trials_in_Bladder_should_I_review_and_from_the_treatment_re/ground_truth_table.csv
row_102,102,"For Atezolizumab+Trastuzumab emtansine+Placebo trials, bucket the publication year into: ≤2014, 2015–2018, ≥2019.",Year,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_102__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Year__row_102__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_bucket_the_publication_year_into_201/ground_truth_table.csv
row_103,103,"In Non-Small Cell Lung trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_103__In_Non_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_103__In_Non_Small_Cell_Lung_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD/ground_truth_table.csv
row_104,104,"In Renal cell combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_104__In_Renal_cell_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_104__In_Renal_cell_combination_therapy_trials_normalize_the_combination_type_to_standardized_la/ground_truth_table.csv
row_105,105,"In Mesothelioma trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_105__In_Mesothelioma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_105__In_Mesothelioma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name/ground_truth_table.csv
row_106,106,"In Bladder trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_106__In_Bladder_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_106__In_Bladder_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_107,107,"In Head and Neck Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_107__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_107__In_Head_and_Neck_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_support/ground_truth_table.csv
row_108,108,"In Mesothelioma trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_108__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_108__In_Mesothelioma_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based/ground_truth_table.csv
row_109,109,"In Prostate trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_109__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_109__In_Prostate_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs_from_the_co/ground_truth_table.csv
row_110,110,"In Prostate trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_110__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_110__In_Prostate_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based_on/ground_truth_table.csv
row_111,111,"For Atezolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_111__For_Atezolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_111__For_Atezolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regime/ground_truth_table.csv
row_112,112,"In Head and Neck Phase 3 trials, standardize the primary endpoint into one of OS, PFS, ORR, DFS, DOR, AE-rate, or Other.",Primary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_112__In_Head_and_Neck_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Primary_endpoint__row_112__In_Head_and_Neck_Phase_3_trials_standardize_the_primary_endpoint_into_one_of_OS_PFS_ORR_DF/ground_truth_table.csv
row_113,113,"In Head and Neck trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_113__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_113__In_Head_and_Neck_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_114,114,"In Pancreatic Phase 3 trials, classify the control arm as active, placebo, or best supportive care.",Control arm,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_114__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_arm__row_114__In_Pancreatic_Phase_3_trials_classify_the_control_arm_as_active_placebo_or_best_supportive/ground_truth_table.csv
row_115,115,"In Non-Small Cell Lung combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_115__In_Non_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standa,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_115__In_Non_Small_Cell_Lung_combination_therapy_trials_normalize_the_combination_type_to_standa/ground_truth_table.csv
row_116,116,"In Esophageal/GEJ trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_116__In_Esophageal_GEJ_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_116__In_Esophageal_GEJ_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_117,117,"In Renal cell trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_117__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_117__In_Renal_cell_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_118,118,"For Pembrolizumab trials in Head and Neck, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_118__For_Pembrolizumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_118__For_Pembrolizumab_trials_in_Head_and_Neck_extract_the_trial_acronym_from_the_trial_name_e/ground_truth_table.csv
row_119,119,"Which Phase 3 PD-1 monotherapy trials in Melanoma should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_119__Which_Phase_3_PD_1_monotherapy_trials_in_Melanoma_should_I_review_and_from_the_treatment_r,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_119__Which_Phase_3_PD_1_monotherapy_trials_in_Melanoma_should_I_review_and_from_the_treatment_r/ground_truth_table.csv
row_120,120,"For Atezolizumab+Trastuzumab emtansine+Placebo trials in Non-Small Cell Lung, extract the trial acronym from the trial name (e.g., KEYNOTE-xxx, CHECKMATE-xxx).",Trial name,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_120__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Non_Small_Cell_Lung_extract_the_t,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Trial_name__row_120__For_Atezolizumab_Trastuzumab_emtansine_Placebo_trials_in_Non_Small_Cell_Lung_extract_the_t/ground_truth_table.csv
row_121,121,"In NSCLC trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_121__In_NSCLC_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_121__In_NSCLC_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_122,122,"For Pembrolizumab combination therapy trials, list additional agents in the treatment regimen beyond the ICI.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_122__For_Pembrolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regim,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_122__For_Pembrolizumab_combination_therapy_trials_list_additional_agents_in_the_treatment_regim/ground_truth_table.csv
row_123,123,"In Non-Small Cell Lung trials with chemotherapy control, list the specific cytotoxic drugs from the control regimen.",Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_123__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Control_regimen__row_123__In_Non_Small_Cell_Lung_trials_with_chemotherapy_control_list_the_specific_cytotoxic_drugs/ground_truth_table.csv
row_124,124,"In Multiple Myeloma trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_124__In_Multiple_Myeloma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_124__In_Multiple_Myeloma_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker/ground_truth_table.csv
row_125,125,"Which Phase 3 PD-1 monotherapy trials in Prostate should I review, and from the treatment regimen extract dosing schedule and whether cisplatin or carboplatin was used?",schedule -> no_match | platinum_agent -> Control regimen,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_125__Which_Phase_3_PD_1_monotherapy_trials_in_Prostate_should_I_review_and_from_the_treatment_r,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/schedule_no_match_platinum_agent_Control_regimen__row_125__Which_Phase_3_PD_1_monotherapy_trials_in_Prostate_should_I_review_and_from_the_treatment_r/ground_truth_table.csv
row_126,126,"In Gastric/GEJ trials, determine whether the listed endpoint is primary or secondary based on the endpoint text.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_126__In_Gastric_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_126__In_Gastric_GEJ_trials_determine_whether_the_listed_endpoint_is_primary_or_secondary_based/ground_truth_table.csv
row_127,127,"In Mesothelioma trials, convert 'Type of therapy' into is_combination = true/false.",Monotherapy/combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_127__In_Mesothelioma_trials_convert_Type_of_therapy_into_is_combination_true_false,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Monotherapy_combination__row_127__In_Mesothelioma_trials_convert_Type_of_therapy_into_is_combination_true_false/ground_truth_table.csv
row_128,128,"In Urothelial trials, bucket overall follow-up months into <12, 12–23, or ≥24.",Follow-up duration for primary endpoint(s) in months | Control,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_128__In_Urothelial_trials_bucket_overall_follow_up_months_into_12_12_23_or_24,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Follow_up_duration_for_primary_endpoint_s_in_months_Control__row_128__In_Urothelial_trials_bucket_overall_follow_up_months_into_12_12_23_or_24/ground_truth_table.csv
row_129,129,"In Hodgkin Lymphoma trials, classify the ICI by target class from its generic name as PD-1, PD-L1, or CTLA-4.",Class of ICI,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_129__In_Hodgkin_Lymphoma_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Class_of_ICI__row_129__In_Hodgkin_Lymphoma_trials_classify_the_ICI_by_target_class_from_its_generic_name_as_PD_1/ground_truth_table.csv
row_130,130,"In Urothelial trials where a non–PD-L1 biomarker was required, extract the biomarker name(s) from the trial name.",Is any other biomarker used for inclusion,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_130__In_Urothelial_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Is_any_other_biomarker_used_for_inclusion__row_130__In_Urothelial_trials_where_a_non_PD_L1_biomarker_was_required_extract_the_biomarker_name_s/ground_truth_table.csv
row_131,131,"In Breast trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_131__In_Breast_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_131__In_Breast_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
row_132,132,"In Colorectal combination therapy trials, normalize the combination type to standardized labels (e.g., ICI+Chemo, ICI+TKI, ICI+ICI).",Type of combination,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_132__In_Colorectal_combination_therapy_trials_normalize_the_combination_type_to_standardized_la,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Type_of_combination__row_132__In_Colorectal_combination_therapy_trials_normalize_the_combination_type_to_standardized_la/ground_truth_table.csv
row_133,133,"In Multiple Myeloma trials, categorize number of arms as 1-arm, 2-arm, or ≥3-arm.",Secondary endpoint,ok,,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_133__In_Multiple_Myeloma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm,/mnt/data1/srchowd3/FD-NL2SQL/data/table_rows_ground_truth/questions/Secondary_endpoint__row_133__In_Multiple_Myeloma_trials_categorize_number_of_arms_as_1_arm_2_arm_or_3_arm/ground_truth_table.csv
